wosarticle__ti	wosarticle__py	docauthinst__AU	wosarticle__doc	wosarticle__di	relevance_netrelevant
Developing trend of domestic electricity tariffs in Great Britain	2011	"Li, F.; <br>Wang, Z.; <br>Li, F."	"<a href=""/scoping/document/47/810226"">810226</a>"	http://dx.doi.org/10.1109/ISGTEurope.2011.6162795	0
Energy efficient acceleration and evaluation of financial computations towards real-time pricing	2011	"Korn, R.; <br>De Schryver, C.; <br>Jung, M.; <br>Wehn, N.; <br>Marxen, H.; <br>Kostiuk, A.; <br>Korn, R."	"<a href=""/scoping/document/47/810230"">810230</a>"	http://dx.doi.org/10.1007/978-3-642-23866-6_19	0
Impact of price responsive demand on PJM Real-time/Look-ahead markets	2011	"Keech, A.; <br>Xiao, Y.; <br>Su, Q.; <br>Wang, X.; <br>Chiu, B.-C.; <br>Bresler, F.S.; <br>Keech, A."	"<a href=""/scoping/document/47/810234"">810234</a>"	http://dx.doi.org/10.1109/PES.2011.6039865	0
Energy efficiency in a smart house with an intelligent neuro-fuzzy lookup table	2011	"Jamshidi, M.; <br>Shahgoshtasbi, D.; <br>Jamshidi, M."	"<a href=""/scoping/document/47/810239"">810239</a>"	http://dx.doi.org/10.1109/SYSOSE.2011.5966612	0
Processing smart meter data streams in the cloud	2011	"Kao, O.; <br>Lohrmann, B.; <br>Kao, O."	"<a href=""/scoping/document/47/810240"">810240</a>"	http://dx.doi.org/10.1109/ISGTEurope.2011.6162747	0
Life cycle cost analysis of residential grid-connected solar photovoltaic systems in Florida	2011	"Zhu, Y.; <br>Jiang, A.; <br>Zhu, Y."	"<a href=""/scoping/document/47/810257"">810257</a>"	http://dx.doi.org/10.1080/15578771.2010.526443	0
Benefits analysis of all parties participating in demand response	2011	"Meng, J.; <br>Zhu, N.; <br>Bai, X.; <br>Meng, J."	"<a href=""/scoping/document/47/810259"">810259</a>"	http://dx.doi.org/10.1109/APPEEC.2011.5748396	0
Study on TOU price implantation effect on Huainan resident	2011	"Wan, Q.; <br>Li, M.; <br>Wan, Q."	"<a href=""/scoping/document/47/810262"">810262</a>"	http://dx.doi.org/10.1109/CDCIEM.2011.397	1
An efficient building air conditioning system control under real-time pricing	2011	"Kim, K.; <br>Noh, S.; <br>Yun, J.; <br>Kim, K."	"<a href=""/scoping/document/47/810266"">810266</a>"	http://dx.doi.org/10.1109/APAP.2011.6180576	0
Forecasting the usage of household appliances through power meter sensors for demand management in the smart grid	2011	"Tagliaferri, D.; <br>Barbato, A.; <br>Capone, A.; <br>Rodolfi, M.; <br>Tagliaferri, D."	"<a href=""/scoping/document/47/810270"">810270</a>"	http://dx.doi.org/10.1109/SmartGridComm.2011.6102356	0
Home energy management system for the residential load control based on the price prediction	2011	"Ji, Y.; <br>Ren, D.; <br>Li, H.; <br>Ji, Y."	"<a href=""/scoping/document/47/810303"">810303</a>"	http://dx.doi.org/10.1109/GreenCom.2011.6082525	0
Large scaled smart-grid application project in Korea	2011	"Seo, I.Y.; <br>Ha, B.N.; <br>Nam-Koong, W.; <br>Lee, S.W.; <br>Jang, M.J.; <br>Seo, I.Y."	"<a href=""/scoping/document/47/810305"">810305</a>"		0
Analysis of energy savings using smart metering	2011	"Kim, J.-C.; <br>Shin, H.-S.; <br>Cho, S.-M.; <br>Huh, J.-S.; <br>Kim, J.-C."	"<a href=""/scoping/document/47/810330"">810330</a>"		1
Next generation of energy residential gateways for demand response and dynamic pricing	2011	"Santamaría, A.; <br>Cuevas, A.; <br>Lastres, C.; <br>Caffarel, J.; <br>Martínez, R.; <br>Santamaría, A."	"<a href=""/scoping/document/47/810333"">810333</a>"	http://dx.doi.org/10.1109/ICCE.2011.5722729	0
Investigating the impact of demand side management on residential customers	2011	"Kirschen, D.S.; <br>Zhang, N.; <br>Ochoa, L.F.; <br>Kirschen, D.S."	"<a href=""/scoping/document/47/810351"">810351</a>"	http://dx.doi.org/10.1109/ISGTEurope.2011.6162699	0
EcoGrid EU - A prototype for European Smart Grids	2011	"Eriksen, P.B.; <br>Jørgensen, J.M.; <br>Sørensen, S.H.; <br>Behnke, K.; <br>Eriksen, P.B."	"<a href=""/scoping/document/47/810373"">810373</a>"	http://dx.doi.org/10.1109/PES.2011.6038981	0
Dynamic pricing as control mechanism	2011	"Kok, K.; <br>Kok, K."	"<a href=""/scoping/document/47/810374"">810374</a>"	http://dx.doi.org/10.1109/PES.2011.6039604	0
Optimal strategy to dispatch storage in real-time markets	2011	"Tewari, S.; <br>Tewari, S."	"<a href=""/scoping/document/47/810386"">810386</a>"		0
Hybrid simulation-based policy evaluation for solar power generation systems	2011	"Celik, N.; <br>Zhao, J.; <br>Mazhari, E.; <br>Son, Y.-J.; <br>Celik, N."	"<a href=""/scoping/document/47/810617"">810617</a>"		0
Cost optimization of smart appliances	2011	"Ekanayake, J.; <br>Nistor, S.; <br>Wu, J.; <br>Sooriyabandara, M.; <br>Ekanayake, J."	"<a href=""/scoping/document/47/810730"">810730</a>"	http://dx.doi.org/10.1109/ISGTEurope.2011.6162808	0
An innovative RTP-based residential power scheduling scheme for smart grids	2011	"Snyder, L.V.; <br>Chen, C.; <br>Kishore, S.; <br>Snyder, L.V."	"<a href=""/scoping/document/47/810740"">810740</a>"	http://dx.doi.org/10.1109/ICASSP.2011.5947718	0
Analysis of residential demand response and double-auction markets	2011	"Chassin, D.; <br>Fuller, J.C.; <br>Schneider, K.P.; <br>Chassin, D."	"<a href=""/scoping/document/47/810750"">810750</a>"	http://dx.doi.org/10.1109/PES.2011.6039827	0
The potential and limits of residential demand response control strategies	2011	"Fuller, J.C.; <br>Chassin, D.P.; <br>Du, P.; <br>Fuller, J.C."	"<a href=""/scoping/document/47/810752"">810752</a>"	http://dx.doi.org/10.1109/PES.2011.6039719	0
Making energy visible: A qualitative field study of how householders interact with feedback from smart energy monitors	2010	"Hargreaves, T; <br>Nye, M; <br>Burgess, J"	"<a href=""/scoping/document/47/99249"">99249</a>"	http://dx.doi.org/10.1016/j.enpol.2010.05.068	1
Electricity saving in households-A social cognitive approach	2010	"Thogersen, J; <br>Gronhoj, A"	"<a href=""/scoping/document/47/250842"">250842</a>"	http://dx.doi.org/10.1016/j.enpol.2010.08.025	0
Effects of personal carbon allowances on decision-making: evidence from an experimental simulation	2010	"Capstick, SB; <br>Lewis, A"	"<a href=""/scoping/document/47/274088"">274088</a>"	http://dx.doi.org/10.3763/cpol.2009.0034	0
Intelligent household energy management recomender system	2010	"Lo, C.-C.; <br>Shah, N.; <br>Shah, N.; <br>Tsai, C.-F.; <br>Chao, K.-M.; <br>Tsai, C.-F.; <br>Chao, K.-M.; <br>Lo, C.-C.; <br>Lo, C.-C."	"<a href=""/scoping/document/47/388358"">388358</a>"		0
Feasibility of domestic micro combined heat and power units with real time pricing	2010	"Green, T.C.; <br>Sudtharalingam, S.; <br>Hawkes, A.D.; <br>Sudtharalingam, S.; <br>Green, T.C.; <br>Hawkes, A.D.; <br>Green, T.C."	"<a href=""/scoping/document/47/457248"">457248</a>"	http://dx.doi.org/10.1109/PES.2010.5589920	0
TOU-aware energy management and wireless sensor networks for reducing peak load in smart grids	2010	"Erol-Kantarci, M.; <br>Mouftah, H.T.; <br>Erol-Kantarci, M.; <br>Mouftah, H.T.; <br>Mouftah, H.T."	"<a href=""/scoping/document/47/489290"">489290</a>"	http://dx.doi.org/10.1109/VETECF.2010.5594388	0
User response and equity considerations regarding emission cap-and-trade schemes for travel	2010	Perrels, A	"<a href=""/scoping/document/47/545108"">545108</a>"	http://dx.doi.org/10.1007/s12053-009-9067-5	0
A real-time control using wireless sensor network for intelligent energy management system in buildings	2010	"Nguyen, N.-H.; <br>Vuong, T.-P.; <br>Nguyen, N.-H.; <br>Tran, Q.-T.; <br>Leger, J.-M.; <br>Tran, Q.-T.; <br>Leger, J.-M.; <br>Vuong, T.-P.; <br>Vuong, T.-P."	"<a href=""/scoping/document/47/565883"">565883</a>"	http://dx.doi.org/10.1109/EESMS.2010.5634176	0
El consumo eléctrico residencial en chileen 2008	2010	"Marshall, D.; <br>Marshall, D."	"<a href=""/scoping/document/47/573330"">573330</a>"	http://dx.doi.org/10.4067/S0717-68212010000100003	0
The impact of smart grid residential energy management schemes on the carbon footprint of the household electricity consumption	2010	"Erol-Kantarci, M.; <br>Mouftah, H.T.; <br>Erol-Kantarci, M.; <br>Mouftah, H.T.; <br>Mouftah, H.T."	"<a href=""/scoping/document/47/602343"">602343</a>"	http://dx.doi.org/10.1109/EPEC.2010.5697213	0
Relationship analysis of power consumption pattern and environmental factor for a consumer's short-term demand forecast	2010	"Ko, J.-M.; <br>Yang, I.-K.; <br>Ko, J.-M.; <br>Song, J.-J.; <br>Kim, Y.-I.; <br>Song, J.-J.; <br>Kim, Y.-I.; <br>Yang, I.-K.; <br>Yang, I.-K."	"<a href=""/scoping/document/47/628978"">628978</a>"		0
Using Tailored Information and Public Commitment to Improve the Environmental Quality of Farm Lands: An Example from the Netherlands	2010	"Lokhorst, AM; <br>van Dijk, J; <br>Staats, H; <br>van Dijk, E; <br>de Snoo, G"	"<a href=""/scoping/document/47/655593"">655593</a>"	http://dx.doi.org/10.1007/s10745-009-9282-x	0
On reducing evaporator superheat nonlinearity with control architecture	2010	"Elliott, MS; <br>Rasmussen, BP"	"<a href=""/scoping/document/47/808821"">808821</a>"	http://dx.doi.org/10.1016/j.ijrefrig.2009.12.013	0
Reducing the Energy Cost of Hemiparetic Gait Using Center of Mass Feedback: A Pilot Study	2010	"Massaad, F; <br>Lejeune, TM; <br>Detrembleur, C"	"<a href=""/scoping/document/47/808829"">808829</a>"	http://dx.doi.org/10.1177/1545968309349927	0
Demand response experience in Europe: Policies, programmes and implementation	2010	"Torriti, J; <br>Hassan, MG; <br>Leach, M"	"<a href=""/scoping/document/47/808854"">808854</a>"	http://dx.doi.org/10.1016/j.energy.2009.05.021	0
The impact of informational feedback on energy consumption-A survey of the experimental evidence	2010	"Faruqui, A; <br>Sergici, S; <br>Sharif, A"	"<a href=""/scoping/document/47/808865"">808865</a>"	http://dx.doi.org/10.1016/j.energy.2009.07.042	0
Results of a multi-media multiple behavior obesity prevention program for adolescents	2010	"Mauriello, LM; <br>Ciavatta, MMH; <br>Paiva, AL; <br>Sherman, KJ; <br>Castle, PH; <br>Johnson, JL; <br>Prochaska, JM"	"<a href=""/scoping/document/47/808881"">808881</a>"	http://dx.doi.org/10.1016/j.ypmed.2010.08.004	0
Two models for benchmarking UK domestic delivered energy	2010	"Summerfield, AJ; <br>Lowe, RJ; <br>Oreszczyn, T"	"<a href=""/scoping/document/47/808900"">808900</a>"	http://dx.doi.org/10.1080/09613210903399025	0
Comparison of Data-Driven Link Estimation Methods in Low-Power Wireless Networks	2010	"Zhang, HW; <br>Sang, LF; <br>Arora, A"	"<a href=""/scoping/document/47/808902"">808902</a>"	http://dx.doi.org/10.1109/TMC.2010.126	0
Home energy monitors: impact over the medium-term	2010	"van Dam, SS; <br>Bakker, CA; <br>van Hal, JDM"	"<a href=""/scoping/document/47/808907"">808907</a>"	http://dx.doi.org/10.1080/09613218.2010.494832	0
The Effect of Feedback by Text Message (SMS) and Email on Household Electricity Consumption: Experimental Evidence	2010	"Gleerup, M; <br>Larsen, A; <br>Leth-Petersen, S; <br>Togeby, M"	"<a href=""/scoping/document/47/808915"">808915</a>"		1
Heterogeneous Interconnects for Energy-Efficient Message Management in CMPs	2010	"Flores, A; <br>Aragon, JL; <br>Acacio, ME"	"<a href=""/scoping/document/47/808926"">808926</a>"	http://dx.doi.org/10.1109/TC.2009.129	0
Pneumatic Control of Robots for Rehabilitation	2010	"Wolbrecht, ET; <br>Reinkensmeyer, DJ; <br>Bobrow, JE"	"<a href=""/scoping/document/47/808945"">808945</a>"	http://dx.doi.org/10.1177/0278364909103787	0
Central gas entropy excess as direct evidence for AGN feedback in galaxy groups and clusters	2010	"Wang, Y; <br>Xu, HG; <br>Gu, JH; <br>Gu, LY; <br>Wang, JY; <br>Zhang, ZL"	"<a href=""/scoping/document/47/808950"">808950</a>"	http://dx.doi.org/10.1088/1674-4527/10/10/005	0
Practical issues in the development of a minimalistic power management solution for WSNs	2010	"Soares, JM; <br>Goncalves, BJ; <br>Rocha, RM"	"<a href=""/scoping/document/47/808953"">808953</a>"	http://dx.doi.org/10.1504/IJSNET.2010.036189	0
Design and control of a directly-driven bond head for thermosonic bonding	2010	"Wang, F; <br>Zhao, X; <br>Zhang, D; <br>Wu, Y"	"<a href=""/scoping/document/47/808963"">808963</a>"	http://dx.doi.org/10.1243/0954062JMES1926	0
Optimal Residential Load Control With Price Prediction in Real-Time Electricity Pricing Environments	2010	"Mohsenian-Rad, AH; <br>Leon-Garcia, A"	"<a href=""/scoping/document/47/808964"">808964</a>"	http://dx.doi.org/10.1109/TSG.2010.2055903	1
THE IMPACT OF FEEDBACK ON DIETARY INTAKE AND BODY COMPOSITION OF COLLEGE WOMEN VOLLEYBALL PLAYERS OVER A COMPETITIVE SEASON	2010	Anderson, DE	"<a href=""/scoping/document/47/808977"">808977</a>"	http://dx.doi.org/10.1519/JSC.0b013e3181def6b9	0
Consciousness as recursive, spatiotemporal self-location	2010	Peters, F	"<a href=""/scoping/document/47/808999"">808999</a>"	http://dx.doi.org/10.1007/s00426-009-0258-7	0
A knapsack problem approach for achieving efficient energy consumption in smart grid for end-users' life style	2010	"Tabesh, A.R.; <br>Sianaki, O.A.; <br>Hussain, O.; <br>Tabesh, A.R."	"<a href=""/scoping/document/47/810277"">810277</a>"	http://dx.doi.org/10.1109/CITRES.2010.5619873	0
An approach to discover the potential for demand response in the domestic sector	2010	"Ferrão, P.; <br>Abreu, J.; <br>Pereira, F.C.; <br>Vasconcelos, J.; <br>Ferrão, P."	"<a href=""/scoping/document/47/810284"">810284</a>"	http://dx.doi.org/10.1109/CITRES.2010.5619804	0
Demand response by dynamic demand control using frequency linked real-time prices	2010	"Kumar, A.; <br>Chanana, S.; <br>Kumar, A."	"<a href=""/scoping/document/47/810296"">810296</a>"	http://dx.doi.org/10.1108/17506221011033099	0
Design of a digital wireless energy meter for residential energy monitoring using wireless sensor networks	2010	"Wright, P.K.; <br>Koplow, M.; <br>Redfern, A.; <br>Cheng, J.; <br>Wright, P.K."	"<a href=""/scoping/document/47/810325"">810325</a>"	http://dx.doi.org/10.1115/IMECE2009-12893	0
The energy aware smart home	2010	"Reiners, R.; <br>Jahn, M.; <br>Jentsch, M.; <br>Prause, C.R.; <br>Pramudianto, F.; <br>Al-Akkad, A.; <br>Reiners, R."	"<a href=""/scoping/document/47/810358"">810358</a>"	http://dx.doi.org/10.1109/FUTURETECH.2010.5482712	0
Power and energy visualization for the micro-management of household electricity consumption	2010	"Rogers, B.; <br>Monigatti, P.; <br>Apperley, M.; <br>Rogers, B."	"<a href=""/scoping/document/47/810525"">810525</a>"	http://dx.doi.org/10.1145/1842993.1843052	0
Evaluating the electric consumption of residential buildings: Current practices and future prospects	2010	"Goldman, E.; <br>Bergés, M.; <br>Soibelman, L.; <br>Scott Matthews, H.; <br>Goldman, E."	"<a href=""/scoping/document/47/810533"">810533</a>"	http://dx.doi.org/10.1061/41109(373)8	0
An analysis of a demand charge electricity grid tariff in the residential sector	2010	"Ericson, T.; <br>Stokke, A.V.; <br>Doorman, G.L.; <br>Ericson, T."	"<a href=""/scoping/document/47/810542"">810542</a>"	http://dx.doi.org/10.1007/s12053-009-9071-9	1
Case studies and lessons learned from recent smart grid field trials	2010	"Qian, Y.; <br>Hu, R.Q.; <br>Qian, Y."	"<a href=""/scoping/document/47/810547"">810547</a>"	http://dx.doi.org/10.1017/CBO9781139013468.021	0
Congestion management considering multi-time interval demand response	2010	"Li, P.; <br>Sun, Q.; <br>Peng, J.; <br>Pan, J.; <br>Li, P."	"<a href=""/scoping/document/47/810579"">810579</a>"		0
A fine-grained energy auditing system based on wireless sensor networks	2010	"Shu, Y.; <br>Shi, G.; <br>Zhao, Z.; <br>Xu, R.; <br>Lü, Z.; <br>Shu, Y."	"<a href=""/scoping/document/47/810584"">810584</a>"		0
Demand-side management for smart grid: Opportunities and challenges	2010	"Schober, R.; <br>Samadi, P.; <br>Mohsenian-Rad, H.; <br>Wong, V.W.S.; <br>Schober, R."	"<a href=""/scoping/document/47/810594"">810594</a>"	http://dx.doi.org/10.1017/CBO9781139013468.004	0
51st Annual Transportation Research Forum 2010	2010	None	"<a href=""/scoping/document/47/810606"">810606</a>"		0
Design of ladder-type intelligent meter based on zigbee	2010	"Xiong, J.; <br>Wang, T.; <br>Xiong, J."	"<a href=""/scoping/document/47/810607"">810607</a>"	http://dx.doi.org/10.1109/ICICISYS.2010.5658378	0
Impact of TOU rates on distribution load shapes in a smart grid with PHEV penetration	2010	"Rahman, S.; <br>Shao, S.; <br>Zhang, T.; <br>Pipattanasomporn, M.; <br>Rahman, S."	"<a href=""/scoping/document/47/810609"">810609</a>"	http://dx.doi.org/10.1109/TDC.2010.5484336	0
The role of measurements in the smart grid era	2010	"Peretto, L.; <br>Peretto, L."	"<a href=""/scoping/document/47/810727"">810727</a>"	http://dx.doi.org/10.1109/MIM.2010.5475163	0
'No regret' warming solutions	2009	"Fletcher, S.; <br>Fletcher, S."	"<a href=""/scoping/document/47/454837"">454837</a>"		0
Bottom-up assessment of potentials and costs of CO2 emission mitigation in the buildings sector: insights into the missing elements	2009	"Urge-Vorsatz, D; <br>Novikova, A; <br>Koppel, S; <br>Boza-Kiss, B"	"<a href=""/scoping/document/47/667364"">667364</a>"	http://dx.doi.org/10.1007/s12053-009-9051-0	0
Designing for the home: A comparative study of support aids for central heating systems	2009	"Sauer, J; <br>Wastell, DG; <br>Schmeink, C"	"<a href=""/scoping/document/47/808930"">808930</a>"	http://dx.doi.org/10.1016/j.apergo.2008.03.002	0
Density-dependent linkage of scale-dependent feedbacks: a flume study on the intertidal macrophyte Spartina anglica	2009	"Bouma, TJ; <br>Friedrichs, M; <br>van Wesenbeeck, BK; <br>Temmerman, S; <br>Graf, G; <br>Herman, PMJ"	"<a href=""/scoping/document/47/808940"">808940</a>"	http://dx.doi.org/10.1111/j.1600-0706.2008.16892.x	0
EXAMINING ION CHANNEL PROPERTIES USING FREE-ENERGY METHODS	2009	"Domene, C; <br>Furini, S"	"<a href=""/scoping/document/47/808979"">808979</a>"	http://dx.doi.org/10.1016/S0076-6879(09)66007-9	0
